Site_id,Visit_id,Species_id,Cover
-1.437859136153138984e+00,-9.632347333941056189e-02,-6.339608190966873336e-01,2.000000000000000042e-02
1.340137481692518895e+00,1.583628160151278941e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-1.468880276668165674e+00,-1.023819158410887109e+00,1.763483867209712397e+00,4.000000000000000083e-02
-7.211638208059727440e-01,-1.355570700424738387e-02,-6.339608190966873336e-01,1.000000000000000021e-02
-1.043944136337326967e+00,-1.239024902846112441e+00,-6.339608190966873336e-01,2.000000000000000042e-02
4.841144576528624843e-01,2.082886522726325740e-01,-6.339608190966873336e-01,2.999999999999999889e-02
-5.770224868611508739e-01,1.215495475262970970e+00,1.142570324737378629e+00,2.999999999999999889e-02
-2.197445236880858632e-01,-4.258662244719125245e-01,-6.339608190966873336e-01,2.099999999999999922e-01
-4.890401141935322715e-01,-3.476106664233881427e-02,-6.339608190966873336e-01,1.799999999999999933e-01
2.517233274152925748e-01,-1.371080802394136766e+00,-6.339608190966873336e-01,8.000000000000000167e-02
-7.947053177165961380e-01,-6.122250382282926617e-01,-6.339608190966873336e-01,4.000000000000000222e-01
-1.374747160622567632e+00,8.254887932705055054e-01,1.763483867209712397e+00,8.000000000000000167e-02
-5.213983728342065360e-01,1.195722910195020861e+00,1.142570324737378629e+00,1.000000000000000021e-02
-1.633613229747961970e+00,1.034724560330141818e+00,-6.339608190966873336e-01,2.000000000000000042e-02
1.677523091246171105e-01,1.231351735172534712e+00,1.142570324737378629e+00,2.000000000000000042e-02
1.776469832544100569e-01,2.138765510961836980e-01,1.142570324737378629e+00,2.999999999999999889e-02
4.776962906497535521e-01,-2.807718943356022345e-01,1.142570324737378629e+00,1.000000000000000021e-02
-1.357364624989147561e+00,-5.766439730697833221e-01,-6.339608190966873336e-01,2.000000000000000042e-02
2.995921563134801291e-01,-1.367880894520821178e+00,-6.339608190966873336e-01,1.000000000000000021e-02
5.180772580443140374e-01,-2.054546597651739082e-01,-6.339608190966873336e-01,1.000000000000000056e-01
2.709778284246194269e-01,3.215749429518057201e-01,-6.339608190966873336e-01,1.799999999999999933e-01
8.595772273347361825e-01,-1.205401990266796286e+00,-6.339608190966873336e-01,1.199999999999999956e-01
-1.428766732898734571e+00,1.617705885620446260e-01,-6.339608190966873336e-01,2.999999999999999889e-02
1.227819559138112249e+00,6.397508571611866257e-01,-6.339608190966873336e-01,8.100000000000000533e-01
7.528752009080498242e-01,7.987910544468723728e-01,-6.339608190966873336e-01,2.000000000000000042e-02
1.376239671085006888e+00,1.286036727932928114e+00,-6.339608190966873336e-01,7.099999999999999645e-01
5.835960462010512106e-01,-8.221772025729997546e-01,-6.339608190966873336e-01,2.999999999999999889e-02
-1.665169217513247757e+00,3.126438567979248906e-01,-6.339608190966873336e-01,1.000000000000000021e-02
-7.454993706927608432e-01,1.418761264947018486e+00,1.763483867209712397e+00,2.000000000000000042e-02
-1.630507151606234439e-01,-1.492677301580129567e+00,-6.339608190966873336e-01,6.999999999999999556e-01
9.694883372629770069e-01,1.139079764855434274e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-5.537566314748808560e-01,-5.639626465147264123e-02,-6.339608190966873336e-01,7.800000000000000266e-01
3.190110755881095383e-02,1.684783456803255586e+00,1.763483867209712397e+00,2.000000000000000042e-02
2.077959263424918657e+00,1.019107099515601522e+00,-6.339608190966873336e-01,2.000000000000000042e-02
-1.648856376380345656e+00,-1.056630154067123240e+00,-6.339608190966873336e-01,1.799999999999999933e-01
1.223540781136039701e+00,1.474067135354473201e+00,-6.339608190966873336e-01,6.300000000000000044e-01
7.039366775093440776e-01,2.876177116394565969e-01,-6.339608190966873336e-01,8.000000000000000167e-02
7.565557672022845022e-03,-1.030410013433537220e+00,-6.339608190966873336e-01,1.799999999999999933e-01
-1.694585816277496937e+00,-7.346930533635027440e-03,1.763483867209712397e+00,1.000000000000000021e-02
4.611160258917220700e-01,-9.017450610348473061e-01,1.763483867209712397e+00,2.000000000000000042e-02
1.188775709869199559e+00,4.695826220474033641e-01,-6.339608190966873336e-01,4.500000000000000111e-01
1.502463622146149591e+00,1.018104143316502563e+00,1.142570324737378629e+00,2.000000000000000042e-02
-1.876536886725410913e-01,-4.327913982275955473e-01,-6.339608190966873336e-01,1.000000000000000021e-02
-1.410581926389925966e+00,8.613564173430430237e-01,-6.339608190966873336e-01,1.700000000000000122e-01
3.661806389707354947e-01,-2.559367884531528192e-01,1.763483867209712397e+00,2.000000000000000042e-02
-1.374747160622567632e+00,-1.540675919679863393e+00,1.763483867209712397e+00,1.799999999999999933e-01
-1.146902232012199763e+00,4.146588301919863495e-01,1.763483867209712397e+00,4.000000000000000083e-02
-5.366415194665903332e-01,7.314974694692353285e-01,-6.339608190966873336e-01,2.000000000000000111e-01
-5.902292498523253189e-02,-9.872828968722836551e-01,-6.339608190966873336e-01,2.200000000000000011e-01
5.544468710619314678e-01,1.514042103861415800e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-1.468880276668165674e+00,-3.911448360554880543e-01,1.763483867209712397e+00,4.000000000000000083e-02
-7.003047780458686589e-01,-5.591866646142553549e-02,-6.339608190966873336e-01,1.000000000000000021e-02
-2.103846968085519853e-01,9.906194620885981628e-02,1.142570324737378629e+00,2.000000000000000042e-02
-7.791947474590827927e-01,-6.185293343369143715e-01,-6.339608190966873336e-01,1.000000000000000021e-02
-1.014260113947948128e+00,1.344733545489717352e+00,-6.339608190966873336e-01,2.000000000000000111e-01
7.611653332870655930e-01,2.246225103722435390e-01,-6.339608190966873336e-01,2.999999999999999889e-02
1.757050913269471160e+00,1.681583548929939997e+00,-6.339608190966873336e-01,1.000000000000000056e-01
-1.525841508820757531e+00,-8.659251967813144102e-01,1.763483867209712397e+00,2.999999999999999889e-02
8.403227263254092749e-01,4.333329194228281445e-01,-6.339608190966873336e-01,1.000000000000000021e-02
-1.406570572012982856e+00,-9.288248784105180844e-01,1.763483867209712397e+00,8.000000000000000167e-02
-1.847120287961161733e-01,-1.511637949724999430e+00,-6.339608190966873336e-01,1.499999999999999944e-01
-1.450160622909097752e+00,-1.315702197648868643e-01,-6.339608190966873336e-01,5.999999999999999778e-02
-6.794457352857645738e-01,-1.610261975969726533e+00,-6.339608190966873336e-01,1.000000000000000021e-02
1.776469832544100569e-01,-8.667848735233992796e-01,1.142570324737378629e+00,2.000000000000000042e-02
8.216030725663415746e-01,-1.264194327461594769e+00,-6.339608190966873336e-01,2.000000000000000042e-02
6.266512498469071213e-01,2.987457494675541114e-01,-6.339608190966873336e-01,1.000000000000000021e-02
-1.155994635266604176e+00,-7.589432022107630571e-01,-6.339608190966873336e-01,1.100000000000000006e-01
-1.611684492487339693e+00,-3.877061290871489097e-01,-6.339608190966873336e-01,1.100000000000000006e-01
4.152835806347437986e-02,-1.555433703752318930e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-1.027096447954165992e+00,-1.699763876784553984e+00,1.763483867209712397e+00,2.000000000000000042e-02
8.726809849660835949e-01,-6.852975613054995696e-01,-6.339608190966873336e-01,1.000000000000000021e-02
-8.765369470062353008e-01,1.320639811411147280e-01,-6.339608190966873336e-01,2.000000000000000042e-02
3.078822886924958979e-01,-1.435843116964524047e+00,-6.339608190966873336e-01,5.000000000000000278e-02
-2.644042690847189792e-01,6.004217408201139444e-02,1.763483867209712397e+00,8.000000000000000167e-02
9.577216977572772239e-01,-1.452772878192387651e-01,-6.339608190966873336e-01,6.400000000000000133e-01
-2.456846153256511955e-01,-1.028786179587376948e+00,-6.339608190966873336e-01,2.999999999999999889e-02
4.020154047380938289e-01,-8.746174838401717944e-01,1.763483867209712397e+00,3.800000000000000044e-01
1.450850862496148252e+00,-3.816883918925553787e-01,-6.339608190966873336e-01,1.000000000000000021e-02
4.383850177557112038e-01,1.663339298070140693e+00,-6.339608190966873336e-01,1.000000000000000056e-01
-1.295589767584223839e+00,1.053207610284964790e+00,-6.339608190966873336e-01,1.300000000000000044e-01
9.221543556150484378e-01,1.487583164132806113e+00,-6.339608190966873336e-01,1.100000000000000006e-01
-4.949234339463821630e-01,3.685706048524408085e-01,1.763483867209712397e+00,8.000000000000000167e-02
-1.486098394036283188e-01,1.339743739013031509e-01,-6.339608190966873336e-01,2.000000000000000042e-02
-3.053200837295385606e-01,1.511128754902128390e+00,1.142570324737378629e+00,2.999999999999999889e-02
-1.693783545402108404e+00,-4.911179764394795616e-03,-6.339608190966873336e-01,1.799999999999999933e-01
7.039366775093440776e-01,7.101010705551250579e-01,-6.339608190966873336e-01,2.000000000000000042e-02
6.344065349756637939e-01,-2.576083821183177136e-01,-6.339608190966873336e-01,1.499999999999999944e-01
-8.425741466147836922e-01,3.429963163847246643e-02,-6.339608190966873336e-01,1.000000000000000021e-02
4.124449261181458715e-01,2.677973867525017537e-01,-6.339608190966873336e-01,8.699999999999999956e-01
1.254993763541498442e-01,3.399624732686192252e-01,-6.339608190966873336e-01,1.000000000000000021e-02
4.480122682603746576e-01,3.039515697390675619e-01,-6.339608190966873336e-01,7.199999999999999734e-01
-8.976634133914689340e-01,1.158613530828360716e+00,1.763483867209712397e+00,1.000000000000000021e-02
5.937581439559738161e-01,7.552340995145764291e-01,-6.339608190966873336e-01,8.000000000000000167e-02
-1.643507903877754917e+00,1.313068785489594381e+00,1.763483867209712397e+00,2.000000000000000042e-02
3.584253538419788776e-01,8.029939185192869200e-01,-6.339608190966873336e-01,2.000000000000000042e-02
-5.829058066140007099e-01,-1.678367477870443603e+00,-6.339608190966873336e-01,2.999999999999999889e-02
1.348695037696664212e+00,-4.392389737932314575e-01,-6.339608190966873336e-01,2.000000000000000042e-02
-4.917143504448276969e-01,1.307671925942061941e+00,1.142570324737378629e+00,8.000000000000000167e-02
1.108013775080078478e+00,1.447512675987854047e+00,-6.339608190966873336e-01,2.000000000000000042e-02
-3.173541468603678362e-01,1.518722566123877460e+00,1.142570324737378629e+00,1.000000000000000021e-02
-3.882214075196958603e-01,-1.680707709001674433e+00,1.142570324737378629e+00,4.000000000000000083e-02
-1.343458596482411505e+00,2.699237933075177356e-02,1.763483867209712397e+00,1.799999999999999933e-01
-4.582863973036352401e-01,-1.152436350990572400e+00,1.763483867209712397e+00,1.000000000000000021e-02
2.576169477041251099e+00,1.615483959427420846e+00,1.763483867209712397e+00,2.000000000000000042e-02
1.144650811722825345e+00,-1.145415657596879910e+00,1.763483867209712397e+00,1.000000000000000021e-02
-1.579058810221535936e+00,-1.683764337417975820e+00,1.763483867209712397e+00,2.999999999999999889e-02
-9.687980976759263951e-01,-1.279764028457130332e+00,-6.339608190966873336e-01,2.999999999999999889e-02
5.980369219580463636e-01,-8.631551272790413121e-01,-6.339608190966873336e-01,8.000000000000000167e-02
-7.441622525671131028e-01,-1.585808948639314764e+00,-6.339608190966873336e-01,2.999999999999999889e-02
4.260835309997523801e-01,8.002716088360183333e-01,1.763483867209712397e+00,2.000000000000000042e-02
1.379448754586561243e+00,6.652546005097019766e-01,-6.339608190966873336e-01,1.100000000000000006e-01
-7.259774460583043876e-01,-6.250246697215550151e-01,-6.339608190966873336e-01,1.199999999999999956e-01
4.252812601243637913e-01,2.762508747163355260e-01,-6.339608190966873336e-01,2.500000000000000000e-01
-1.349341916235261341e+00,-1.625115279680191538e+00,-6.339608190966873336e-01,8.800000000000000044e-01
-1.155994635266604176e+00,8.261096709175667074e-01,-6.339608190966873336e-01,3.300000000000000155e-01
-1.636554889624386888e+00,1.292961901688611137e+00,-6.339608190966873336e-01,2.000000000000000042e-02
2.979876145627028960e-01,1.239661943679354339e+00,1.142570324737378629e+00,1.000000000000000021e-02
-5.788944522370575996e-01,-1.658212834250455847e+00,-6.339608190966873336e-01,1.000000000000000056e-01
-6.062746673600976494e-02,-1.546216058684409811e+00,-6.339608190966873336e-01,4.000000000000000083e-02
8.485098533445981084e-02,-4.286362939741857336e-01,-6.339608190966873336e-01,2.200000000000000011e-01
1.527601442908326224e+00,-1.900759980456571407e-01,1.142570324737378629e+00,2.000000000000000042e-02
-1.247453515060906737e+00,4.544427594229101253e-01,1.763483867209712397e+00,2.999999999999999889e-02
-2.705550124626984188e-01,-3.651157346979208573e-01,-6.339608190966873336e-01,2.000000000000000042e-02
-1.608475408985785338e+00,-1.517726232038793810e-01,-6.339608190966873336e-01,1.100000000000000006e-01
-9.329633319085680609e-01,3.945041865719985386e-01,-6.339608190966873336e-01,1.000000000000000021e-02
-1.610614797986821500e+00,6.128143192425299368e-01,1.763483867209712397e+00,2.000000000000000042e-02
3.161724210715116112e-01,-2.237944302629827076e-01,-6.339608190966873336e-01,1.300000000000000044e-01
-1.411219779000011942e-01,-9.247652937951177377e-01,-6.339608190966873336e-01,2.200000000000000011e-01
1.422236534607287606e+00,-1.452295280002340316e-01,-6.339608190966873336e-01,2.999999999999999889e-02
-7.283842586844703204e-01,-2.635533849750977889e-02,-6.339608190966873336e-01,3.099999999999999978e-01
-1.098765979488882660e+00,-6.817155748801463355e-01,-6.339608190966873336e-01,1.000000000000000056e-01
1.474651565132677478e+00,1.193955796891846388e+00,1.763483867209712397e+00,2.000000000000000042e-02
4.771614433994944560e-01,2.806447780647688961e-01,-6.339608190966873336e-01,1.000000000000000021e-02
-7.533576611813444512e-02,-1.016702945379185374e+00,-6.339608190966873336e-01,6.400000000000000133e-01
-4.606932099298010619e-01,5.511563929074487778e-01,-6.339608190966873336e-01,1.000000000000000021e-02
-6.278329756357633462e-01,3.733347475457793069e-03,1.142570324737378629e+00,1.000000000000000021e-02
1.078597176315829076e+00,-6.553999146085508487e-01,-6.339608190966873336e-01,6.600000000000000311e-01
-2.200119473132154113e-01,1.303182502955619215e+00,1.142570324737378629e+00,2.000000000000000042e-02
1.346020801445368731e+00,-9.694684843835267296e-01,1.763483867209712397e+00,1.000000000000000021e-02
1.257236157902361651e+00,-9.250996125281506499e-01,1.763483867209712397e+00,2.000000000000000042e-02
6.057922070868030362e-01,2.812656557118300982e-01,-6.339608190966873336e-01,8.000000000000000167e-02
-1.683354024022056361e+00,3.086797918205338997e-01,1.763483867209712397e+00,2.000000000000000042e-02
1.035706390935275806e-01,-1.413730320765343107e+00,-6.339608190966873336e-01,5.100000000000000089e-01
-1.374747160622567632e+00,1.767194119105189865e-01,1.763483867209712397e+00,8.000000000000000167e-02
1.393622206718426959e+00,1.200355612638477565e+00,1.763483867209712397e+00,3.800000000000000044e-01
-1.532794523074125559e+00,-5.836169066444710785e-01,1.763483867209712397e+00,2.000000000000000042e-02
4.817076450266966625e-01,6.757617606907382335e-01,-6.339608190966873336e-01,1.799999999999999933e-01
1.799036422414808989e+00,6.981133559849427295e-01,1.763483867209712397e+00,2.000000000000000042e-02
1.447106931744334801e+00,1.443071012820416055e+00,1.142570324737378629e+00,2.000000000000000042e-02
-1.176853678026708261e+00,-6.916496172331261238e-01,-6.339608190966873336e-01,1.199999999999999956e-01
-9.682632504256672989e-01,6.257344448926104030e-02,-6.339608190966873336e-01,1.000000000000000056e-01
1.033402583668936892e+00,-1.141378858281675568e-01,-6.339608190966873336e-01,1.000000000000000056e-01
-1.568361865216354234e+00,-1.269734466466141187e+00,1.763483867209712397e+00,2.999999999999999889e-02
-5.179218657075225218e-01,-1.080127985017440784e+00,-6.339608190966873336e-01,4.400000000000000022e-01
-1.286764787954949085e+00,-1.731380876965672222e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-5.941375988694413968e-01,7.671262944467492906e-01,-6.339608190966873336e-01,1.000000000000000021e-02
-2.379293301968945507e-01,-3.662142105350292276e-01,-6.339608190966873336e-01,2.000000000000000042e-02
5.945604148313623494e-01,1.138076808656335315e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-1.417802364268423432e+00,1.704603781690210429e+00,-6.339608190966873336e-01,2.000000000000000042e-02
-1.628532180870500667e+00,-1.195945546103863499e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-6.428086986430175953e-01,-1.683525538322952375e+00,1.763483867209712397e+00,1.799999999999999933e-01
-3.165518759849791919e-01,4.765077958030863314e-01,-6.339608190966873336e-01,2.000000000000000042e-02
-1.325644218958559328e-01,-1.002040680944739304e+00,-6.339608190966873336e-01,5.000000000000000278e-02
-5.048181080761751094e-01,1.311062873091396463e+00,1.142570324737378629e+00,2.999999999999999889e-02
8.217674908316441318e-02,7.399987172520737788e-01,-6.339608190966873336e-01,1.900000000000000022e-01
-4.023948596515614651e-01,-1.669197592621539217e+00,1.763483867209712397e+00,8.000000000000000167e-02
5.135310564171118308e-01,2.840834850331080408e-01,-6.339608190966873336e-01,2.000000000000000042e-02
8.558332965829226202e-01,1.120835513995634747e+00,-6.339608190966873336e-01,8.000000000000000167e-02
-5.489430062225492124e-01,-5.069623971419108255e-01,1.763483867209712397e+00,1.000000000000000021e-02
-1.363247944741997397e+00,-5.873421725268385130e-01,-6.339608190966873336e-01,4.000000000000000083e-02
1.396728284860154212e-01,9.759322231353433352e-01,-6.339608190966873336e-01,2.000000000000000042e-02
1.719280817668627365e-02,-3.691753193133212596e-01,-6.339608190966873336e-01,2.999999999999999889e-02
2.557346817922356297e-01,2.807880575217829855e-01,-6.339608190966873336e-01,2.000000000000000042e-02
-9.150459490248890049e-01,-6.327617604003181739e-01,1.763483867209712397e+00,1.000000000000000021e-02
-3.390154604958605655e-01,-3.436715759648059088e-01,-6.339608190966873336e-01,1.300000000000000044e-01
-1.718756947898982534e-01,-9.277264025734097697e-01,-6.339608190966873336e-01,8.800000000000000044e-01
-4.090804502797999453e-01,1.442402375354350230e+00,-6.339608190966873336e-01,1.000000000000000021e-02
7.502009646567544543e-01,2.694212205986619146e-01,1.763483867209712397e+00,1.000000000000000021e-02
2.517233274152925748e-01,-2.411790043806973094e-01,-6.339608190966873336e-01,1.199999999999999956e-01
-1.499901417183192143e+00,-9.541853423020193459e-01,1.763483867209712397e+00,8.000000000000000167e-02
-2.365922120712468657e-01,7.723798745372675301e-01,-6.339608190966873336e-01,8.999999999999999667e-02
-1.142151971217447021e-02,7.816452794241812718e-01,-6.339608190966873336e-01,1.000000000000000021e-02
5.624695798158175775e-01,1.205752472186010005e+00,-6.339608190966873336e-01,1.799999999999999933e-01
1.827383326678540199e+00,1.183973994719861977e+00,1.763483867209712397e+00,2.000000000000000042e-02
8.344394065725594389e-01,-1.304933453072612659e+00,-6.339608190966873336e-01,8.999999999999999667e-02
3.926555778585599232e-01,-8.353111527992950203e-01,-6.339608190966873336e-01,6.700000000000000400e-01
-1.468880276668165674e+00,1.215090611410737237e-01,1.763483867209712397e+00,2.999999999999999889e-02
-1.583872435473867579e+00,-9.353679736141634615e-01,-6.339608190966873336e-01,4.099999999999999756e-01
4.988227570349871853e-01,3.436877391509866597e-01,-6.339608190966873336e-01,2.999999999999999889e-02
-1.367794146369199604e+00,-5.370510831148784803e-01,-6.339608190966873336e-01,2.000000000000000042e-02
1.776469832544100569e-01,-1.395056231534501423e+00,1.142570324737378629e+00,1.000000000000000021e-02
1.448444049869982431e+00,1.534603800552249986e-01,1.142570324737378629e+00,2.999999999999999889e-02
1.005857950280594437e+00,1.506878131010709110e+00,1.763483867209712397e+00,1.000000000000000021e-02
4.568372478896494671e-01,1.565765987843517282e+00,-6.339608190966873336e-01,8.900000000000000133e-01
-1.630404146246407615e+00,-1.556532179589427356e+00,1.763483867209712397e+00,2.999999999999999889e-02
2.511452959759902459e+00,1.629716385490824537e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-3.801986987658096395e-01,1.454819928295574938e+00,-6.339608190966873336e-01,1.000000000000000021e-02
2.522581746655516155e-01,-8.087566934326760881e-01,-6.339608190966873336e-01,4.000000000000000083e-02
-2.724269778386051444e-01,-1.494110096150270683e+00,-6.339608190966873336e-01,1.499999999999999944e-01
5.311810156756614498e-01,-8.063687024824405247e-01,-6.339608190966873336e-01,4.000000000000000083e-02
-4.973302465725480404e-01,-1.651526459589796270e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-1.389722883629821881e+00,3.277837194224180739e-01,-6.339608190966873336e-01,6.300000000000000044e-01
1.099723642701062820e+00,-1.206882544655942135e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-1.697527476153922077e+00,-3.043174851049245122e-01,1.763483867209712397e+00,2.000000000000000042e-02
1.043029834173600401e+00,3.802240006895901137e-01,-6.339608190966873336e-01,4.000000000000000083e-02
-1.327145755349509626e+00,-8.794889853786522771e-01,-6.339608190966873336e-01,2.000000000000000042e-02
1.203484009251324149e+00,1.676568767934445425e+00,-6.339608190966873336e-01,2.200000000000000011e-01
1.328905689437078319e+00,-4.342719526167415633e-01,-6.339608190966873336e-01,1.199999999999999956e-01
-1.499901417183192143e+00,-1.710605355698623153e+00,1.763483867209712397e+00,8.000000000000000167e-02
-2.456846153256511955e-01,1.811610750779570345e-01,-6.339608190966873336e-01,2.000000000000000042e-02
-1.647786681879827686e+00,-1.627168951897393967e+00,-6.339608190966873336e-01,2.000000000000000042e-02
-3.178889941106269323e-01,1.564214888335170306e-01,1.142570324737378629e+00,1.000000000000000021e-02
-2.847284645945640236e-01,1.383205174307317875e-01,-6.339608190966873336e-01,8.800000000000000044e-01
-1.745499310411936511e-01,1.186912318197958088e-01,-6.339608190966873336e-01,2.000000000000000042e-02
-1.400522833994830574e-01,1.690801193997849117e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-1.540549808202882121e+00,-1.215479312076790164e+00,-6.339608190966873336e-01,1.000000000000000021e-02
3.201837754484547216e-01,2.046111462092698730e-01,1.763483867209712397e+00,8.000000000000000167e-02
4.771614433994944560e-01,-2.096575238375884276e-01,-6.339608190966873336e-01,2.000000000000000042e-02
-1.453637130035781766e+00,-1.469704828638863647e+00,1.763483867209712397e+00,1.199999999999999956e-01
-1.547770246081379808e+00,1.446414200150745843e+00,-6.339608190966873336e-01,5.000000000000000278e-02
1.646337532465841802e+00,1.482663902775321008e+00,-6.339608190966873336e-01,2.999999999999999889e-02
7.943258628031285573e-01,-7.215950237490795782e-01,-6.339608190966873336e-01,1.199999999999999956e-01
-1.600987547482158213e+00,2.340789545351762146e-01,1.763483867209712397e+00,2.000000000000000042e-02
5.616673089404290442e-01,3.299806710966347589e-01,1.142570324737378629e+00,2.000000000000000042e-02
2.415612296603700526e-01,-8.264278264644189242e-01,-6.339608190966873336e-01,1.000000000000000021e-02
-1.546967975205991053e+00,-1.531171715697926095e+00,1.763483867209712397e+00,2.000000000000000042e-02
9.938238871497651061e-01,4.561143530880750196e-01,-6.339608190966873336e-01,4.000000000000000083e-02
-1.327145755349509626e+00,1.579711854992892572e+00,-6.339608190966873336e-01,1.000000000000000021e-02
4.179578168860392101e-02,1.630910380965942208e+00,-6.339608190966873336e-01,6.300000000000000044e-01
3.926555778585599232e-01,-1.381587962575173023e+00,-6.339608190966873336e-01,6.700000000000000400e-01
1.678963214731645781e+00,5.271809637670841209e-01,-6.339608190966873336e-01,2.600000000000000089e-01
1.432398632362210211e+00,1.322620749290536413e+00,1.142570324737378629e+00,1.000000000000000021e-02
-1.262696661693290423e+00,-1.651287660494772824e+00,-6.339608190966873336e-01,8.000000000000000167e-02
-1.575047455844592825e+00,-1.631467335607817981e+00,-6.339608190966873336e-01,2.000000000000000042e-02
-4.518682303005262524e-01,-1.081990617958624501e+00,1.763483867209712397e+00,2.000000000000000042e-02
-9.286845539064955135e-01,1.523689587300367299e+00,1.142570324737378629e+00,2.000000000000000042e-02
-4.989347883233252734e-01,-6.127960539708564086e-04,-6.339608190966873336e-01,3.800000000000000044e-01
1.301093632423606206e+00,1.271852061688529156e+00,-6.339608190966873336e-01,3.800000000000000044e-01
1.306709528551326382e+00,1.474904026796362011e-01,-6.339608190966873336e-01,1.000000000000000021e-02
1.082875954317901845e+00,1.422056692458343541e+00,-6.339608190966873336e-01,7.099999999999999645e-01
1.108013775080078478e+00,4.645678410519087365e-01,-6.339608190966873336e-01,2.000000000000000042e-02
4.036199464888710620e-01,-9.901007261935615977e-01,-6.339608190966873336e-01,2.000000000000000042e-02
-1.368596417244588137e+00,1.565001830739441768e+00,1.142570324737378629e+00,2.000000000000000042e-02
2.762232955673831966e-02,-1.474050972168292395e+00,1.763483867209712397e+00,2.000000000000000042e-02
1.227552135512982812e+00,-1.072581933614696448e+00,-6.339608190966873336e-01,1.000000000000000021e-02
-1.087266763608312425e+00,4.986683518212720045e-01,-6.339608190966873336e-01,2.300000000000000100e-01
1.219529426759096591e+00,1.606600633092544639e+00,-6.339608190966873336e-01,1.000000000000000021e-02
1.995325363259891072e+00,8.556252390624777826e-01,1.142570324737378629e+00,2.999999999999999889e-02
-6.853290550386144098e-01,1.637023637798545206e+00,1.142570324737378629e+00,1.000000000000000021e-02
8.397878790751502898e-01,1.146578056439173654e+00,1.142570324737378629e+00,2.000000000000000042e-02
1.071644162062461048e+00,-1.306891605651805843e+00,-6.339608190966873336e-01,6.400000000000000133e-01
-1.579058810221535936e+00,-5.999985245630867770e-01,1.763483867209712397e+00,8.000000000000000167e-02
-6.666094012795465984e-01,1.051201697886767095e+00,1.763483867209712397e+00,1.000000000000000021e-02
-1.177388525276967357e+00,-1.730855518956620376e+00,1.763483867209712397e+00,1.000000000000000021e-02
7.881751194251490622e-01,4.078769358933174716e-01,-6.339608190966873336e-01,1.799999999999999933e-01
-1.568999717826440321e-01,1.396170870557790433e+00,-6.339608190966873336e-01,2.200000000000000011e-01
1.999604141261963619e+00,9.993345344476514125e-01,1.763483867209712397e+00,8.000000000000000167e-02
-1.633613229747961970e+00,-1.778376538866307310e+00,-6.339608190966873336e-01,2.999999999999999889e-02
